,pubchem,rt,rt_group
71306,91888143,730.2,2
78558,124044211,762.0,2
25327,47001121,701.4,2
56640,53166609,732.3,2
40882,53043635,745.8,2
37219,53012235,721.0,2
9882,16489615,749.6,2
18134,39866253,765.5,2
38787,53019486,766.7,2
63322,53191304,770.6,2
55691,53163108,743.0,2
27303,49667598,711.6,2
10944,17027642,756.1,2
9286,16061409,769.9,2
61298,53182520,752.3,2
44565,53095389,700.3,2
20084,45497654,733.9,2
737,146570,724.0,2
58705,53173345,745.8,2
36049,52984142,702.8,2
4762,3282003,717.3,2
11590,17744439,711.1,2
50817,53142119,768.2,2
13274,20915944,700.5,2
6274,5153433,741.8,2
77995,124040333,731.4,2
5718,4459351,726.0,2
55153,53160041,738.6,2
24269,46390696,753.0,2
45328,53102077,708.6,2
76516,110201809,700.4,2
20522,45504218,703.3,2
16212,22586641,760.5,2
18463,42139588,697.3,2
17947,35389538,756.6,2
56099,53164931,773.5,2
46223,53111923,699.0,2
21757,46278562,709.6,2
74974,91917913,723.5,2
43655,53085559,716.3,2
18535,42227299,764.8,2
67314,71836056,741.5,2
68735,71842344,707.9,2
76757,110204021,722.1,2
30765,50792128,758.3,2
20788,45561713,716.4,2
78590,124044428,723.6,2
43495,53084901,697.7,2
29345,50749390,771.6,2
9437,16408971,709.1,2
20415,45502210,719.2,2
41111,53047777,760.3,2
53006,53149169,703.3,2
54195,53155935,699.2,2
37689,53014860,735.8,2
44566,53095390,731.1,2
26770,49665736,728.1,2
65088,53202649,742.5,2
76946,110876055,710.5,2
71501,91888953,717.8,2
39034,53023749,700.5,2
15355,22422330,727.5,2
70495,87052830,766.4,2
26266,49661720,759.0,2
39740,53036246,733.0,2
9949,16619311,718.5,2
35101,50847085,708.9,2
6157,5043712,761.3,2
76518,110202024,710.6,2
18357,41793794,704.0,2
35442,50926648,754.8,2
63731,53193802,720.1,2
53055,53149431,730.4,2
34842,50845054,705.8,2
30035,50776978,761.4,2
54124,53155816,716.6,2
57137,53169300,756.2,2
43946,53087066,752.8,2
41928,53063788,734.1,2
31941,50826084,715.1,2
1234,278808,708.1,2
25463,47861738,731.1,2
54099,53155789,719.6,2
24788,46393251,719.8,2
28742,49687781,703.3,2
29040,49806720,739.8,2
780,176167,753.1,2
76649,110203128,722.9,2
24193,46390602,754.2,2
69528,83280956,730.6,2
46220,53111891,715.7,2
69381,83273130,702.5,2
350,20415,707.4,2
7628,7338044,726.4,2
31885,50825241,743.5,2
30735,50791942,749.8,2
36620,53006555,705.9,2
68371,71840046,705.6,2
68712,71842159,739.6,2
1554,353973,733.4,2
31029,50801353,755.9,2
46923,53117783,761.4,2
60554,53179646,729.4,2
48692,53132173,737.0,2
78376,124042852,701.7,2
34960,50845870,731.7,2
23143,46353096,755.3,2
21909,46282188,751.7,2
76031,110196652,727.7,2
67183,71794334,704.3,2
79197,124048414,745.2,2
16916,25851364,770.1,2
59830,53176992,727.2,2
52670,53147792,709.3,2
71974,91903801,725.6,2
54022,53155688,713.0,2
25458,47861673,733.2,2
12360,20855784,758.5,2
25354,47001685,772.8,2
54528,53157042,726.4,2
35920,52905756,705.9,2
28376,49676983,728.4,2
37901,53015532,700.9,2
10701,16953760,747.5,2
52202,53146619,732.9,2
76004,110196592,740.6,2
3864,2836936,725.5,2
40184,53039454,757.5,2
70988,90489274,769.5,2
48901,53133250,765.9,2
33935,50840383,768.0,2
46537,53114564,704.5,2
66444,56765088,709.8,2
69392,83273715,750.2,2
70332,87052149,745.6,2
63403,53192237,710.2,2
51658,53144747,732.9,2
66333,56763128,753.1,2
19322,44054720,713.6,2
16598,24323732,753.0,2
57289,53169499,756.1,2
49163,53134499,701.4,2
9661,16459740,705.3,2
11392,17587533,711.0,2
79790,124053240,711.7,2
29582,50753821,719.9,2
45165,53101000,739.0,2
30940,50798929,738.6,2
55519,53162663,756.6,2
41965,53064663,719.8,2
14747,20972366,744.5,2
43808,53086281,744.2,2
75870,110195993,769.7,2
59933,53177158,749.4,2
55254,53161121,702.7,2
49474,53136197,712.5,2
22620,46335207,707.5,2
19999,45488971,740.1,2
37740,53014996,762.9,2
66134,56685101,729.4,2
18951,43864531,759.7,2
74672,91916542,716.1,2
35324,50848273,767.2,2
19665,44117024,707.1,2
68713,71842162,712.9,2
39058,53024439,713.3,2
59951,53177219,748.3,2
38617,53018894,747.5,2
56646,53166650,749.3,2
26858,49665973,743.9,2
1981,705218,739.2,2
7619,7338034,721.4,2
17244,27555453,768.9,2
65205,53203088,739.9,2
36419,53004643,762.7,2
66678,71686876,747.5,2
46918,53117776,759.1,2
52852,53148409,713.0,2
38343,53017162,733.0,2
24243,46390663,725.4,2
29911,50768753,702.8,2
13262,20912909,701.4,2
57067,53168454,731.9,2
66303,56724699,748.7,2
78539,124044032,733.0,2
57192,53169368,739.9,2
61565,53182856,728.4,2
19438,44072177,737.1,2
65193,53203076,705.8,2
73815,91912938,741.7,2
15841,22553281,758.5,2
12528,20878196,736.5,2
52851,53148408,766.1,2
60417,53179156,752.4,2
58752,53173544,732.9,2
45409,53103210,716.1,2
65379,53203637,751.4,2
14670,20966561,725.5,2
57360,53169593,769.1,2
77399,124038392,747.2,2
51104,53143090,764.9,2
45775,53106335,729.5,2
25835,49659982,756.5,2
37455,53014278,719.3,2
40726,53041138,741.2,2
35838,52417050,771.4,2
73822,91913094,773.2,2
31445,50809674,741.0,2
64590,53201191,702.8,2
60094,53178247,743.7,2
50338,53139813,707.6,2
36575,53006273,722.3,2
23992,46388497,699.1,2
8634,13881806,713.4,2
68907,71842780,705.1,2
73676,91911140,698.0,2
36731,53008045,711.8,2
20338,45501252,710.8,2
15628,22514113,705.4,2
22442,46330357,715.2,2
13295,20916615,714.6,2
1970,703353,736.1,2
72970,91906153,739.9,2
6372,5294501,708.4,2
29377,50750579,743.9,2
16033,22580762,773.1,2
65247,53203233,703.9,2
28164,49674978,750.7,2
60846,53180199,718.5,2
35261,50847993,707.9,2
16665,24905142,708.8,2
46424,53114008,761.5,2
40878,53043116,758.4,2
68477,71840733,706.4,2
5947,4723716,741.0,2
62146,53184754,746.5,2
64847,53201848,713.9,2
49502,53136258,755.8,2
69138,75527239,744.4,2
3638,2321007,771.3,2
77048,110876207,769.8,2
24978,46395111,757.0,2
15076,20995520,739.2,2
39279,53030713,730.1,2
45752,53106304,762.3,2
57128,53169073,734.0,2
67199,71794831,751.6,2
27239,49667374,756.6,2
2326,845965,772.5,2
7651,7338088,729.1,2
20089,45497699,705.0,2
14878,20974839,749.2,2
46938,53117823,756.7,2
36639,53006832,746.9,2
33155,50837094,726.6,2
26420,49662585,726.4,2
27407,49667959,737.2,2
74205,91914983,712.5,2
72310,91905011,697.3,2
31171,50804103,742.8,2
14156,20954743,766.3,2
7307,7106789,718.8,2
41209,53049644,763.5,2
15409,22426282,769.1,2
14338,20957880,713.6,2
7611,7338008,732.9,2
60932,53180961,703.0,2
43566,53085432,731.5,2
42900,53074892,761.9,2
14924,20995347,762.4,2
67088,71791977,707.5,2
19244,44025463,712.2,2
47307,53120969,739.9,2
79020,124047473,724.7,2
28229,49675566,748.0,2
21851,46280032,726.3,2
64472,53200711,702.6,2
9167,16029393,738.2,2
23735,46382810,721.6,2
68834,71842647,703.6,2
69129,75527213,763.1,2
70069,87051447,708.4,2
23240,46354877,698.2,2
6606,5397934,708.4,2
20575,45504877,725.0,2
68965,71843274,735.1,2
26686,49664673,704.8,2
46673,53116251,740.2,2
34955,50845840,730.9,2
6433,5310988,724.1,2
78083,124040626,711.5,2
16151,22585598,748.6,2
50899,53142363,730.6,2
68287,71839367,755.2,2
60570,53179666,726.9,2
67410,71836185,760.4,2
43706,53085618,773.4,2
69825,87050804,707.4,2
24227,46390645,707.4,2
23083,46350234,735.6,2
14092,20952048,704.4,2
62777,53188447,733.5,2
48757,53132935,741.4,2
68238,71839297,712.7,2
61783,53183171,713.4,2
33220,50837290,764.3,2
30527,50788707,756.5,2
68698,71842047,717.0,2
68679,71841775,736.2,2
54105,53155796,745.1,2
2143,748631,772.5,2
46908,53117750,728.7,2
77025,110876170,725.4,2
11984,18571474,766.2,2
61203,53182086,701.3,2
41134,53048584,732.7,2
16867,25657744,755.9,2
61543,53182825,739.4,2
48665,53132036,705.4,2
36149,52999911,712.7,2
12435,20873108,707.3,2
6912,6485667,772.9,2
41889,53063037,733.9,2
74215,91915008,773.3,2
29309,50748586,733.0,2
34838,50845041,747.9,2
2418,899323,701.8,2
64856,53201859,718.7,2
10667,16942569,731.7,2
49317,53135535,763.3,2
10255,16829333,752.0,2
1729,594048,738.7,2
57332,53169557,730.6,2
22501,46331494,728.3,2
50929,53142440,716.1,2
52230,53146674,754.9,2
52150,53146525,722.9,2
6305,5201258,725.2,2
50813,53142114,728.5,2
8654,15882722,709.4,2
48828,53133151,769.8,2
29799,50759152,698.2,2
9933,16615342,758.0,2
57170,53169344,729.8,2
76652,110203144,767.5,2
14163,20954752,738.6,2
74773,91917016,759.9,2
68941,71842897,766.0,2
11853,18568493,715.5,2
69201,75527379,699.3,2
18884,43142069,705.0,2
3231,1807364,767.9,2
15299,22331630,717.6,2
72445,91905282,752.4,2
31714,50822715,752.7,2
12400,20861316,705.2,2
70336,87052160,718.5,2
36809,53008563,704.1,2
24477,46391336,700.6,2
37504,53014362,723.8,2
55615,53162854,706.0,2
62388,53187092,709.3,2
69364,83272405,733.0,2
46142,53110564,772.9,2
6100,4915928,706.2,2
8132,8741300,731.5,2
78243,124042089,705.1,2
23699,46381472,759.2,2
7388,7163144,744.7,2
50152,53138995,772.8,2
37598,53014645,735.9,2
72651,91905566,748.6,2
21124,45984489,715.2,2
36594,53006296,725.4,2
68310,71839400,698.0,2
15126,20997380,703.6,2
70649,87053512,751.6,2
73593,91910640,744.1,2
11186,17223788,726.7,2
16117,22583898,715.7,2
54477,53156927,772.2,2
52882,53148517,760.9,2
26947,49666527,733.1,2
67315,71836057,734.0,2
70593,87053125,719.1,2
6940,6491151,701.9,2
49365,53136006,765.9,2
74547,91916022,716.0,2
57220,53169404,770.9,2
5081,3655161,705.2,2
63962,53195140,750.2,2
53293,53150901,771.2,2
37187,53012135,770.4,2
22400,46326976,762.0,2
71198,91888001,708.2,2
27435,49667995,772.1,2
4589,3163929,710.0,2
50141,53138965,721.0,2
39952,53037346,767.2,2
20591,45505038,738.7,2
33290,50838017,740.5,2
25947,49660171,726.4,2
73724,91911405,713.1,2
62824,53188599,704.5,2
59953,53177229,733.9,2
20866,45590235,708.8,2
37354,53013845,701.1,2
28674,49682167,718.6,2
20649,45505452,757.3,2
10269,16832680,717.9,2
32398,50830519,743.9,2
24807,46393291,751.5,2
23198,46353566,743.1,2
1940,697287,704.9,2
30377,50787472,754.4,2
62404,53187109,709.3,2
35478,50927043,736.4,2
49151,53134458,723.6,2
39274,53030702,764.0,2
78012,124040418,748.3,2
25868,49660016,745.6,2
21910,46282189,731.4,2
43722,53085647,725.8,2
3152,1597975,727.2,2
23856,46384043,745.6,2
21692,46276295,754.2,2
39503,53032194,764.5,2
20636,45505337,768.2,2
25870,49660018,753.1,2
25834,49659981,753.8,2
31441,50809320,735.5,2
51094,53143055,729.7,2
72358,91905092,725.1,2
46323,53113625,721.0,2
44258,53090822,762.8,2
62052,53184284,698.5,2
18194,40428694,754.0,2
15082,20995526,769.6,2
31956,50826159,753.1,2
28679,49682296,746.8,2
47498,53122657,729.2,2
72180,91904523,758.0,2
21361,46262777,763.3,2
54416,53156701,736.4,2
5535,4236593,698.0,2
19171,43991965,714.5,2
76539,110202379,740.2,2
67500,71836438,735.5,2
19394,44069641,752.2,2
65399,53203775,741.6,2
61622,53182925,721.1,2
17436,30350351,759.5,2
3037,1508862,731.8,2
56726,53166968,703.7,2
79169,124048294,742.5,2
23435,46365492,717.0,2
6040,4873953,726.6,2
3745,2622606,709.2,2
16093,22583085,706.3,2
74546,91916020,711.8,2
76882,110875932,700.2,2
78292,124042569,761.6,2
25372,47001966,728.4,2
31351,50807907,746.6,2
6338,5233193,721.1,2
14836,20973442,707.0,2
48960,53133315,698.0,2
77209,124037612,766.8,2
74667,91916502,759.5,2
70453,87052733,727.9,2
25218,46503045,699.9,2
71195,91887997,705.2,2
72444,91905281,704.9,2
49071,53134125,725.2,2
52621,53147663,706.1,2
6482,5323429,715.1,2
79167,124048292,744.7,2
24799,46393277,729.8,2
12640,20890319,768.2,2
24770,46393179,715.2,2
66650,68277611,724.1,2
9786,16487745,764.1,2
29584,50753850,698.9,2
7275,7080278,718.4,2
69980,87051285,757.2,2
17964,36282082,703.1,2
28271,49676111,719.6,2
57745,53171473,764.8,2
15727,22522667,767.1,2
36348,53004028,732.0,2
68298,71839382,712.1,2
58994,53173946,713.3,2
35863,52417318,711.1,2
20120,45497984,700.0,2
61323,53182560,710.5,2
23434,46365489,746.1,2
18371,42065048,705.3,2
74910,91917192,740.3,2
58751,53173539,752.1,2
63267,53190784,702.4,2
30829,50794470,761.3,2
30369,50787437,750.0,2
45108,53100773,742.4,2
43691,53085602,731.5,2
54226,53156016,735.5,2
67362,71836122,750.9,2
16272,22694431,704.5,2
22387,46326795,707.5,2
22508,46331522,703.9,2
35483,50927926,762.8,2
45080,53099690,711.9,2
1872,678358,705.5,2
39496,53032183,725.5,2
62953,53188973,756.0,2
37193,53012142,716.2,2
45396,53103194,772.0,2
2124,746291,742.6,2
58175,53172399,766.2,2
18915,43841600,736.4,2
47508,53122672,745.5,2
78584,124044346,738.0,2
6849,6463310,753.4,2
65882,53340666,771.2,2
69394,83273717,747.3,2
57462,53169840,726.5,2
8426,10799755,758.3,2
33808,50839929,698.7,2
26535,49663452,742.6,2
31387,50808886,728.4,2
41883,53063030,705.7,2
28745,49687816,761.5,2
28063,49674031,710.5,2
42881,53074869,767.6,2
50345,53139824,734.6,2
48990,53133347,736.1,2
41380,53053304,718.0,2
41349,53052428,718.9,2
37486,53014322,709.7,2
73916,91913733,701.4,2
61678,53183056,715.4,2
36168,53000922,710.9,2
40858,53043019,761.7,2
68472,71840700,703.7,2
18955,43864541,769.4,2
59832,53176997,726.7,2
66499,56765711,719.5,2
65679,53207851,736.8,2
12629,20890261,705.1,2
65355,53203578,697.8,2
68699,71842048,749.7,2
25612,49658908,769.5,2
49377,53136093,698.1,2
53012,53149178,710.4,2
32221,50828922,743.5,2
75797,110195540,714.0,2
36442,53004884,707.9,2
4989,3551655,708.5,2
588,91536,720.0,2
15697,22521714,756.8,2
23712,46381680,697.6,2
9338,16194799,702.6,2
9392,16392261,768.4,2
48733,53132364,708.7,2
24293,46390753,740.5,2
73829,91913118,718.0,2
56801,53167190,735.1,2
61443,53182708,764.4,2
70541,87052933,766.5,2
24809,46393294,761.4,2
45814,53106934,727.4,2
17176,27448799,769.2,2
1989,706343,704.7,2
43927,53087029,752.8,2
35952,52906387,739.0,2
34991,50846090,748.1,2
7623,7338038,716.8,2
48777,53133040,763.0,2
16373,23608280,698.8,2
46300,53113112,755.8,2
16936,25854749,708.6,2
60754,53179950,708.2,2
74680,91916763,754.6,2
61572,53182864,752.1,2
6548,5353357,749.9,2
18491,42173743,705.7,2
29385,50751198,736.0,2
31199,50804220,736.6,2
16752,25239791,765.6,2
72420,91905253,768.5,2
4854,3413982,752.8,2
28154,49674863,749.9,2
13092,20911560,763.8,2
72889,91906001,734.3,2
78675,124044947,740.4,2
1444,326023,749.2,2
54092,53155782,767.7,2
72166,91904480,768.7,2
20932,45814025,770.2,2
60021,53177324,704.4,2
56510,53166023,712.5,2
12910,20907415,758.5,2
74079,91914418,725.1,2
28767,49688460,733.6,2
69419,83275654,721.5,2
4457,3142254,733.5,2
46910,53117758,707.6,2
2310,839372,713.5,2
42940,53075768,734.7,2
57168,53169342,734.4,2
17132,27376505,762.6,2
67718,71837522,761.8,2
61228,53182277,765.9,2
35657,51346455,715.9,2
45864,53107368,763.9,2
78293,124042571,769.9,2
39661,53035257,699.2,2
55133,53159954,717.7,2
116,2782,750.3,2
36108,52992880,746.8,2
7695,7338231,704.5,2
9549,16426403,713.2,2
46661,53116183,740.2,2
12630,20890264,750.3,2
78408,124043211,735.3,2
68118,71839021,762.5,2
21205,46060521,737.5,2
43720,53085645,734.7,2
11940,18570379,738.0,2
50921,53142431,745.3,2
61479,53182747,703.8,2
1250,282171,710.5,2
9842,16489538,732.2,2
76014,110196622,732.3,2
69760,87050134,721.1,2
65376,53203632,700.6,2
44140,53088566,755.7,2
10428,16884341,762.6,2
44304,53092465,738.1,2
24270,46390697,730.6,2
48819,53133139,706.9,2
66671,71686095,772.8,2
29601,50754247,768.9,2
49424,53136143,698.1,2
35224,50847871,700.0,2
45365,53102346,724.1,2
75588,91923694,700.5,2
59809,53176919,702.8,2
6933,6490715,719.6,2
14678,20966573,750.4,2
17764,30860276,706.1,2
31903,50825300,738.9,2
70416,87052389,749.2,2
29162,50742977,750.5,2
57356,53169588,726.7,2
31040,50801378,713.8,2
60020,53177322,757.4,2
69385,83273414,765.4,2
35154,50847542,706.7,2
13105,20912108,766.8,2
6250,5127336,758.5,2
35578,50946798,754.3,2
66665,71461577,716.3,2
8022,7688015,745.9,2
3607,2273084,697.9,2
25335,47001355,766.2,2
46708,53116582,708.8,2
29692,50758347,718.3,2
61718,53183099,705.8,2
61295,53182515,747.9,2
37477,53014312,719.3,2
48143,53129358,704.4,2
56920,53167867,735.5,2
56950,53167939,740.5,2
30362,50787416,762.3,2
2299,828909,754.2,2
60138,53178391,734.8,2
46814,53117338,765.0,2
43857,53086704,751.7,2
39798,53036552,726.9,2
64150,53199038,729.8,2
78145,124040996,719.1,2
52593,53147538,726.6,2
47377,53121903,759.3,2
66525,56765966,723.6,2
36124,52993004,698.9,2
57974,53171765,697.7,2
7213,6964845,730.4,2
17910,33346837,715.3,2
61597,53182898,755.9,2
59952,53177222,752.4,2
79700,124051653,714.0,2
14074,20951506,736.6,2
72104,91904163,723.1,2
5958,4723785,755.2,2
13125,20912237,759.1,2
11703,18561308,767.5,2
31032,50801362,705.7,2
23673,46381267,715.8,2
9231,16033188,737.2,2
49303,53135436,740.9,2
13165,20912292,736.2,2
75880,110196006,700.4,2
61850,53183246,706.1,2
52857,53148419,769.0,2
49191,53134838,716.5,2
11142,17204428,708.9,2
23354,46360597,709.4,2
75644,91925280,744.2,2
71867,91889683,750.6,2
37490,53014328,718.3,2
68719,71842187,697.3,2
914,229768,741.9,2
43262,53079856,710.0,2
71717,91889473,701.7,2
37667,53014809,721.5,2
65211,53203103,709.5,2
43024,53076166,742.2,2
14774,20973345,743.4,2
43809,53086289,704.8,2
9907,16584408,761.3,2
57686,53171352,751.5,2
62962,53189103,754.7,2
68144,71839109,741.5,2
24933,46394639,766.5,2
74869,91917132,763.1,2
52108,53146391,737.8,2
67813,71837979,698.5,2
50365,53139879,743.4,2
73831,91913199,715.6,2
31889,50825250,713.3,2
62460,53187166,734.7,2
21072,45924812,709.8,2
28969,49745930,708.9,2
45313,53101961,757.2,2
77292,124037942,717.0,2
9980,16644556,739.2,2
61691,53183070,725.0,2
34007,50840620,767.1,2
70993,90489281,717.2,2
43634,53085527,749.3,2
30331,50787317,714.6,2
42353,53068470,757.3,2
46201,53111827,743.6,2
71334,91888172,726.1,2
28731,49686653,742.2,2
60111,53178334,761.9,2
5044,3614152,750.2,2
18381,42109071,720.9,2
53987,53155636,710.3,2
59614,53175763,767.6,2
68136,71839079,764.4,2
65739,53208215,730.5,2
41657,53056223,749.1,2
62841,53188631,714.5,2
16198,22586350,708.3,2
2025,715198,724.2,2
10352,16875729,742.6,2
34239,50842046,752.3,2
24420,46391257,741.0,2
34940,50845741,719.5,2
20862,45588028,752.3,2
23105,46350313,733.2,2
19311,44054582,759.3,2
17072,27371609,714.5,2
4929,3495594,716.1,2
61182,53182060,709.0,2
7323,7117224,733.0,2
37493,53014333,702.9,2
20836,45582911,723.9,2
32770,50834286,768.0,2
21378,46262809,768.5,2
34177,50841611,734.6,2
35582,50947128,701.5,2
67312,71836053,768.5,2
7724,7338308,714.5,2
64825,53201820,755.8,2
948,234502,714.4,2
47851,53125854,772.8,2
24996,46395633,729.2,2
16244,22587300,700.7,2
59016,53173987,721.9,2
22583,46335047,720.2,2
42899,53074891,751.9,2
14781,20973361,743.4,2
30521,50788588,703.1,2
43591,53085467,708.9,2
46131,53110552,727.8,2
3440,2141448,759.7,2
37235,53012356,700.2,2
64631,53201292,722.4,2
42942,53075770,702.0,2
3685,2419360,699.9,2
34604,50844001,712.2,2
44595,53095959,715.2,2
5730,4487866,703.2,2
53903,53155449,747.1,2
67627,71837275,740.5,2
5896,4695458,739.0,2
51528,53144530,762.0,2
39663,53035263,698.9,2
3995,2901232,757.3,2
22650,46335952,761.2,2
10217,16819723,704.5,2
63312,53191143,715.5,2
53988,53155637,699.2,2
24371,46391187,710.9,2
47190,53119312,748.9,2
1299,292774,702.1,2
67741,71837567,712.0,2
48674,53132054,711.3,2
23593,46378674,732.9,2
72713,91905647,760.3,2
24836,46393421,730.2,2
69948,87051119,767.2,2
45847,53107141,715.1,2
25989,49660557,722.7,2
64296,53199846,732.9,2
34244,50842063,769.1,2
31068,50801438,733.2,2
54987,53159168,700.1,2
77394,124038362,737.9,2
37549,53014471,761.4,2
28597,49677858,698.3,2
54007,53155662,707.4,2
69887,87050922,705.2,2
43838,53086672,734.8,2
39337,53031158,709.3,2
16845,25285412,716.1,2
652,107838,703.1,2
32675,50833895,742.3,2
74188,91914822,749.9,2
55687,53163101,714.3,2
7640,7338063,719.3,2
17846,30868026,718.1,2
7168,6710489,698.5,2
12802,20898931,717.9,2
28125,49674565,737.0,2
41373,53052983,710.4,2
57142,53169307,718.2,2
26994,49666805,729.9,2
33257,50837503,795.8,3
21782,46278886,822.9,3
16360,23608128,813.6,3
55395,53161768,848.3,3
61484,53182753,789.9,3
69671,87049864,845.6,3
55847,53163955,781.9,3
5087,3660364,780.1,3
5514,4220990,817.4,3
63983,53195178,809.2,3
51808,53145199,827.3,3
26640,49664299,806.6,3
74415,91915494,850.3,3
36139,52999041,806.2,3
14687,20966589,813.2,3
47861,53125891,846.2,3
25889,49660107,860.4,3
76999,110876136,797.4,3
32596,50833127,808.4,3
21668,46275953,783.2,3
27260,49667430,840.0,3
29990,50773396,851.7,3
29295,50747339,848.8,3
56140,53165057,822.4,3
64323,53199876,801.6,3
59025,53174006,814.1,3
36781,53008376,799.9,3
31862,50825057,799.9,3
17061,27244062,780.1,3
26208,49661510,804.1,3
57325,53169549,807.1,3
5093,3679659,805.9,3
62156,53184773,811.4,3
5814,4584798,839.3,3
71884,91894900,801.4,3
70750,87054035,823.3,3
5375,4099833,775.9,3
58200,53172442,857.8,3
22454,46330384,800.0,3
41181,53049015,850.7,3
9929,16614277,802.9,3
60306,53178861,819.2,3
48617,53131943,786.8,3
70408,87052379,819.5,3
47688,53123869,812.2,3
54756,53157965,777.9,3
32393,50830432,807.9,3
32250,50829000,807.8,3
21600,46275815,849.9,3
44624,53096036,835.4,3
71238,91888050,853.6,3
54153,53155849,777.6,3
36103,52992827,816.8,3
59941,53177205,808.3,3
17437,30350355,784.6,3
4625,3225307,815.5,3
73374,91909027,819.7,3
49674,53137041,773.6,3
76104,110196803,796.7,3
11537,17653437,841.4,3
45067,53098692,784.0,3
46654,53116127,814.8,3
64668,53201417,835.1,3
40027,53037758,796.1,3
54112,53155803,820.6,3
36835,53009242,806.3,3
39673,53035316,774.9,3
66133,56685080,797.4,3
69322,75528056,828.0,3
1230,278354,839.2,3
57400,53169642,836.6,3
57898,53171665,835.9,3
13156,20912279,793.0,3
47468,53122571,830.2,3
57690,53171368,855.9,3
48728,53132359,774.5,3
34921,50845651,819.0,3
552,73582,832.6,3
49636,53136967,828.0,3
42973,53075983,786.5,3
12848,20902705,826.2,3
18332,41611843,840.8,3
39679,53035336,815.7,3
73212,91906768,848.8,3
32350,50829469,781.9,3
30897,50797841,852.1,3
60622,53179730,805.1,3
69774,87050222,841.4,3
25662,49659168,841.0,3
55709,53163134,821.9,3
13172,20912301,812.0,3
38098,53016250,809.1,3
43789,53086026,806.3,3
7606,7337999,830.6,3
11170,17223291,828.9,3
76442,110201200,813.3,3
40448,53040358,781.4,3
53345,53151395,826.2,3
70471,87052775,808.7,3
13967,20947774,839.4,3
69799,87050720,856.6,3
36758,53008194,833.4,3
53921,53155484,849.0,3
34814,50844886,778.2,3
37587,53014590,788.8,3
7821,7417259,820.8,3
60113,53178336,825.8,3
40544,53040778,817.9,3
15937,22577112,832.4,3
41922,53063741,778.0,3
1629,390181,827.5,3
31012,50800527,834.4,3
13638,20927869,776.3,3
26910,49666062,845.6,3
6158,5043713,810.0,3
51592,53144644,777.5,3
29734,50758583,785.4,3
77568,124038913,786.4,3
10244,16826437,806.7,3
70542,87052935,837.9,3
38335,53017097,847.4,3
68826,71842634,822.8,3
32829,50834695,816.0,3
3171,1643449,813.2,3
18744,42653947,855.4,3
27001,49666812,850.5,3
30931,50798343,805.1,3
29868,50767393,802.8,3
60507,53179527,822.4,3
62199,53184877,853.1,3
77418,124038459,791.5,3
38633,53018984,849.3,3
14439,20960963,779.2,3
13607,20925509,817.0,3
42590,53070837,834.3,3
22383,46326691,779.1,3
10096,16798314,786.2,3
16226,22586662,823.6,3
14162,20954751,810.2,3
52849,53148405,779.7,3
13055,20909541,813.6,3
44810,53098004,816.4,3
28194,49675364,780.9,3
17465,30444088,774.2,3
66359,56764214,853.2,3
54349,53156416,846.9,3
66273,56724422,802.7,3
76992,110876128,799.4,3
46966,53118014,858.9,3
26305,49661970,858.9,3
23804,46383489,804.4,3
73283,91907255,848.2,3
23748,46382887,853.4,3
7368,7161390,804.4,3
26745,49665551,786.7,3
31830,50824426,789.8,3
2126,746598,830.4,3
9435,16408001,835.5,3
59122,53174126,843.6,3
44694,53097780,821.9,3
46617,53114711,795.2,3
58650,53173194,785.4,3
42316,53068429,838.7,3
38418,53017486,828.1,3
42285,53068391,801.1,3
55697,53163117,773.7,3
60107,53178329,812.8,3
57271,53169472,801.9,3
10687,16948380,851.5,3
37552,53014475,789.2,3
2001,709884,789.0,3
71277,91888112,776.0,3
11595,17744447,784.7,3
59767,53176313,807.0,3
51782,53145120,819.9,3
62373,53187051,787.4,3
79576,124050803,853.4,3
60653,53179763,784.1,3
25567,49658486,852.7,3
5740,4523317,813.1,3
72753,91905727,796.2,3
48779,53133046,806.4,3
58072,53171979,807.6,3
36439,53004880,805.9,3
1368,309163,785.6,3
61620,53182923,779.6,3
72405,91905230,812.0,3
60219,53178704,839.7,3
49144,53134434,832.0,3
36005,52907444,843.0,3
51770,53145092,831.6,3
36797,53008409,813.8,3
12769,20897143,796.3,3
73764,91911580,808.7,3
4275,2982811,797.1,3
49121,53134384,819.4,3
8688,15989474,835.8,3
15989,22578398,805.3,3
9411,16406756,856.8,3
29262,50747029,806.7,3
71755,91889523,825.8,3
39008,53022877,824.1,3
1928,696532,820.7,3
29408,50751711,799.6,3
15476,22432390,803.0,3
25435,47329902,796.7,3
11757,18565422,834.4,3
20503,45503883,795.0,3
20264,45500782,794.9,3
67097,71792051,813.3,3
40720,53041120,794.6,3
27642,49669849,781.6,3
50828,53142141,804.2,3
47244,53120452,773.6,3
42121,53067323,803.8,3
16533,24278017,777.9,3
25561,49658480,824.5,3
69562,86771540,853.0,3
62510,53187252,835.3,3
69485,83278182,785.2,3
76458,110201244,846.5,3
4129,2946734,847.5,3
45258,53101327,832.4,3
62544,53187304,775.7,3
18301,41213167,839.8,3
13964,20947731,844.9,3
75869,110195992,795.3,3
42351,53068468,777.3,3
23704,46381487,793.5,3
31278,50806825,846.4,3
70450,87052728,850.0,3
16826,25284241,826.0,3
2680,1093925,811.3,3
67629,71837289,828.4,3
20990,45921990,852.7,3
67403,71836173,783.1,3
69740,87049950,848.3,3
71769,91889545,773.9,3
52610,53147619,796.5,3
